from,to,amount
"Bacteroides sp. M10","GH36",7
"Bacteroides sp. M10","GH66",1
"Bacteroides sp. M10","GH99",1
"Bacteroides sp. M10","GH109",2
"Bacteroides sp. M10","GH2",29
"Bacteroides sp. M10","GH98",1
"Bacteroides sp. M10","GT1",1
"Bacteroides sp. M10","GT0",8
"Bacteroides sp. M10","GH28",13
"Bacteroides sp. M10","CBM0",3
"Bacteroides sp. M10","CE12",7
"Bacteroides sp. M10","GH43_4",4
"Bacteroides sp. M10","GH43_10",10
"Bacteroides sp. M10","PL1_2",16
"Bacteroides sp. M10","GH43_18",6
"Bacteroides sp. M10","GH73",1
"Bacteroides sp. M10","GH0",1
"Bacteroides sp. M10","GT5",1
"Bacteroides sp. M10","CE0",1
"Bacteroides sp. M10","GT32",1
"Bacteroides sp. M10","CBM67",1
"Bacteroides sp. M10","GH97",12
"Bacteroides sp. M10","GT26",2
"Bacteroides sp. M10","GH18",8
"Bacteroides sp. M10","GH67",1
"Bacteroides sp. M10","GH91",2
"Bacteroides sp. M10","GH127",1
"Bacteroides sp. M10","GH3",24
"Bacteroides sp. M10","PL0",2
"Bacteroides sp. M10","CBM50",7
"Bacteroides sp. M10","GH139",1
"Bacteroides sp. M10","GH31",7
"Bacteroides sp. M10","GH77",1
"Bacteroides sp. M10","PL17_2",2
"Bacteroides sp. M10","CE9",3
"Bacteroides sp. M10","GH43",1
"Bacteroides sp. M10","GH43_26",6
"Bacteroides sp. M10","GH43_31",2
"Bacteroides sp. M10","PL42",1
"Bacteroides sp. M10","GH51",6
"Bacteroides sp. M10","GT51",4
"Bacteroides sp. M10","GT2",26
"Bacteroides sp. M10","GH110",1
"Bacteroides sp. M10","GH142",1
"Bacteroides sp. M10","GH30_4",2
"Bacteroides sp. M10","GT19",1
"Bacteroides sp. M10","GH171",1
"Bacteroides sp. M10","GH89",2
"Bacteroides sp. M10","GH53",1
"Bacteroides sp. M10","CE19",1
"Bacteroides sp. M10","PL1",1
"Bacteroides sp. M10","PL40",3
"Bacteroides sp. M10","GH158",1
"Bacteroides sp. M10","PL15_2",4
"Bacteroides sp. M10","PL29",1
"Bacteroides sp. M10","CE4",2
"Bacteroides sp. M10","GH65",2
"Bacteroides sp. M10","GH138",1
"Bacteroides sp. M10","GH95",8
"Bacteroides sp. M10","CBM35",4
"Bacteroides sp. M10","GH141",1
"Bacteroides sp. M10","GH130",8
"Bacteroides sp. M10","GH10",4
"Bacteroides sp. M10","CBM32",3
"Bacteroides sp. M10","GH25",1
"Bacteroides sp. M10","GH59",1
"Bacteroides sp. M10","CE20",13
"Bacteroides sp. M10","GH147",1
"Bacteroides sp. M10","GT30",1
"Bacteroides sp. M10","GH39",1
"Bacteroides sp. M10","PL15",1
"Bacteroides xylanisolvens XB1A","GH5_21",2
"Bacteroides xylanisolvens XB1A","CE6",2
"Bacteroides xylanisolvens XB1A","GH23",3
"Bacteroides xylanisolvens XB1A","GH78",7
"Bacteroides xylanisolvens XB1A","GH5_2",2
"Bacteroides xylanisolvens XB1A","GH5_5",4
"Bacteroides xylanisolvens XB1A","GH5_13",4
"Bacteroides xylanisolvens XB1A","PL26",1
"Bacteroides xylanisolvens XB1A","GH43_24",2
"Bacteroides xylanisolvens XB1A","GH172",1
"Bacteroides xylanisolvens XB1A","GH33",4
"Bacteroides xylanisolvens XB1A","GH123",1
"Bacteroides xylanisolvens XB1A","GH30_3",4
"Bacteroides xylanisolvens XB1A","GT3",1
"Bacteroides xylanisolvens XB1A","PL11_1",8
"Bacteroides xylanisolvens XB1A","CBM48",2
"Bacteroides xylanisolvens XB1A","GH76",7
"Bacteroides xylanisolvens XB1A","GT4",21
"Bacteroides xylanisolvens XB1A","GH24",2
"Bacteroides xylanisolvens XB1A","GH57",1
"Bacteroides xylanisolvens XB1A","GH105",6
"Bacteroides xylanisolvens XB1A","GH38",1
"Bacteroides xylanisolvens XB1A","GT28",1
"Bacteroides xylanisolvens XB1A","GH42",1
"Bacteroides xylanisolvens XB1A","GT11",4
"Bacteroides xylanisolvens XB1A","PL8_2",4
"Bacteroides xylanisolvens XB1A","PL35",2
"Bacteroides xylanisolvens XB1A","PL10_1",2
"Bacteroides xylanisolvens XB1A","GT9",2
"Bacteroides xylanisolvens XB1A","GH43_3",6
"Bacteroides xylanisolvens XB1A","GH50",3
"Bacteroides xylanisolvens XB1A","GH144",3
"Bacteroides xylanisolvens XB1A","PL13",1
"Bacteroides xylanisolvens XB1A","GH137",1
"Bacteroides xylanisolvens XB1A","GH27",1
"Bacteroides xylanisolvens XB1A","GH106",3
"Bacteroides xylanisolvens XB1A","GH88",5
"Bacteroides xylanisolvens XB1A","GT8",1
"Bacteroides xylanisolvens XB1A","CBM4",1
"Bacteroides xylanisolvens XB1A","GH43_34",6
"Bacteroides xylanisolvens XB1A","CBM57",2
"Bacteroides xylanisolvens XB1A","GH16_3",2
"Bacteroides xylanisolvens XB1A","GT35",1
"Bacteroides xylanisolvens XB1A","GH43_19",2
"Bacteroides xylanisolvens XB1A","GH125",3
"Bacteroides xylanisolvens XB1A","GH92",17
"Bacteroides xylanisolvens XB1A","CE8",2
"Bacteroides xylanisolvens XB1A","GH43_29",6
"Bacteroides xylanisolvens XB1A","CE11",1
"Bacteroides xylanisolvens XB1A","GH140",2
"Bacteroides xylanisolvens XB1A","GH20",10
"Bacteroides xylanisolvens XB1A","GH163",2
"Bacteroides xylanisolvens XB1A","GH26",2
"Bacteroides xylanisolvens XB1A","GH32",2
"Bacteroides xylanisolvens XB1A","GH13",2
"Bacteroides xylanisolvens XB1A","GH13_14",2
"Bacteroides xylanisolvens XB1A","GH13_38",2
"Bacteroides xylanisolvens XB1A","GH173",4
"Bacteroides xylanisolvens XB1A","GH146",1
"Bacteroides xylanisolvens XB1A","GH115",1
"Bacteroides xylanisolvens XB1A","GH43_12",4
"Bacteroides xylanisolvens XB1A","CBM20",2
"Bacteroides xylanisolvens XB1A","GH35",2
"Bacteroides xylanisolvens XB1A","PL12_2",4
"Bacteroides xylanisolvens XB1A","CBM62",1
"Bacteroides xylanisolvens XB1A","CE7",3
"Bacteroides xylanisolvens XB1A","GH43_28",2
"Bacteroides xylanisolvens XB1A","GH29",4
"Bacteroides xylanisolvens XB1A","GT111",1
"Bacteroides xylanisolvens XB1A","CBM6",2
"Bacteroides xylanisolvens XB1A","PL33_1",2
"Bacteroides xylanisolvens XB1A","GH36",5
"Bacteroides xylanisolvens XB1A","GH66",1
"Bacteroides xylanisolvens XB1A","GH99",1
"Bacteroides xylanisolvens XB1A","GH109",1
"Bacteroides xylanisolvens XB1A","GH2",23
"Bacteroides xylanisolvens XB1A","GT1",1
"Bacteroides xylanisolvens XB1A","GT0",1
"Bacteroides xylanisolvens XB1A","GH28",9
"Bacteroides xylanisolvens XB1A","CBM0",2
"Bacteroides xylanisolvens XB1A","CE12",4
"Bacteroides xylanisolvens XB1A","GH43_4",4
"Bacteroides xylanisolvens XB1A","GH43_10",6
"Bacteroides xylanisolvens XB1A","PL1_2",8
"Bacteroides xylanisolvens XB1A","GH43_18",6
"Bacteroides xylanisolvens XB1A","GH73",1
"Bacteroides xylanisolvens XB1A","GH165",2
"Bacteroides xylanisolvens XB1A","GT5",1
"Bacteroides xylanisolvens XB1A","CE0",1
"Bacteroides xylanisolvens XB1A","GT32",2
"Bacteroides xylanisolvens XB1A","GT14",2
"Bacteroides xylanisolvens XB1A","GH97",6
"Bacteroides xylanisolvens XB1A","GT26",1
"Bacteroides xylanisolvens XB1A","GH18",8
"Bacteroides xylanisolvens XB1A","GH67",1
"Bacteroides xylanisolvens XB1A","GH91",2
"Bacteroides xylanisolvens XB1A","PL9",1
"Bacteroides xylanisolvens XB1A","GH127",1
"Bacteroides xylanisolvens XB1A","GH3",13
"Bacteroides xylanisolvens XB1A","CBM50",7
"Bacteroides xylanisolvens XB1A","GH31",5
"Bacteroides xylanisolvens XB1A","GH77",1
"Bacteroides xylanisolvens XB1A","CE9",3
"Bacteroides xylanisolvens XB1A","GH43",1
"Bacteroides xylanisolvens XB1A","GH43_26",6
"Bacteroides xylanisolvens XB1A","GH43_31",2
"Bacteroides xylanisolvens XB1A","GH51",4
"Bacteroides xylanisolvens XB1A","GT51",4
"Bacteroides xylanisolvens XB1A","GT2",28
"Bacteroides xylanisolvens XB1A","GH117",1
"Bacteroides xylanisolvens XB1A","GT19",1
"Bacteroides xylanisolvens XB1A","GH171",1
"Bacteroides xylanisolvens XB1A","GH89",4
"Bacteroides xylanisolvens XB1A","CE19",1
"Bacteroides xylanisolvens XB1A","PL1",1
"Bacteroides xylanisolvens XB1A","PL40",1
"Bacteroides xylanisolvens XB1A","PL15_2",4
"Bacteroides xylanisolvens XB1A","PL29",1
"Bacteroides xylanisolvens XB1A","GT113",1
"Bacteroides xylanisolvens XB1A","GH65",1
"Bacteroides xylanisolvens XB1A","GH138",1
"Bacteroides xylanisolvens XB1A","GH95",4
"Bacteroides xylanisolvens XB1A","GH141",2
"Bacteroides xylanisolvens XB1A","GH130",5
"Bacteroides xylanisolvens XB1A","GH10",3
"Bacteroides xylanisolvens XB1A","CBM32",3
"Bacteroides xylanisolvens XB1A","GH25",1
"Bacteroides xylanisolvens XB1A","CE20",8
"Bacteroides xylanisolvens XB1A","GT30",1
"Bacteroides xylanisolvens XB1A","PL15",1
"Belliella baltica DSM 15883","GH5_21",2
"Belliella baltica DSM 15883","CE6",1
"Belliella baltica DSM 15883","GH23",4
"Belliella baltica DSM 15883","GH5_13",2
"Belliella baltica DSM 15883","GH33",1
"Belliella baltica DSM 15883","GT83",1
"Belliella baltica DSM 15883","CBM48",2
"Belliella baltica DSM 15883","GT4",15
"Belliella baltica DSM 15883","GH57",1
"Belliella baltica DSM 15883","GH105",1
"Belliella baltica DSM 15883","GT28",1
"Belliella baltica DSM 15883","GH43_35",2
"Belliella baltica DSM 15883","GH43_3",2
"Belliella baltica DSM 15883","CBM4",1
"Belliella baltica DSM 15883","GH43_1",2
"Belliella baltica DSM 15883","CE8",1
"Belliella baltica DSM 15883","GH43_29",4
"Belliella baltica DSM 15883","CE11",1
"Belliella baltica DSM 15883","GH20",2
"Belliella baltica DSM 15883","GH32",1
"Belliella baltica DSM 15883","GH13_8",2
"Belliella baltica DSM 15883","GH13_36",2
"Belliella baltica DSM 15883","GH13_38",2
"Belliella baltica DSM 15883","GH13",1
"Belliella baltica DSM 15883","GH146",1
"Belliella baltica DSM 15883","GH115",1
"Belliella baltica DSM 15883","GH43_12",2
"Belliella baltica DSM 15883","GH29",1
"Belliella baltica DSM 15883","CBM6",2
"Belliella baltica DSM 15883","GH19",1
"Belliella baltica DSM 15883","GH109",1
"Belliella baltica DSM 15883","GH2",1
"Belliella baltica DSM 15883","GT1",2
"Belliella baltica DSM 15883","GH28",1
"Belliella baltica DSM 15883","CE12",1
"Belliella baltica DSM 15883","GH43_10",4
"Belliella baltica DSM 15883","PL1_2",4
"Belliella baltica DSM 15883","GH0",2
"Belliella baltica DSM 15883","GT5",1
"Belliella baltica DSM 15883","GT32",1
"Belliella baltica DSM 15883","GH97",2
"Belliella baltica DSM 15883","GH37",1
"Belliella baltica DSM 15883","GH67",1
"Belliella baltica DSM 15883","GH3",1
"Belliella baltica DSM 15883","CBM50",8
"Belliella baltica DSM 15883","GH31",1
"Belliella baltica DSM 15883","GH43_2",2
"Belliella baltica DSM 15883","GH43_26",2
"Belliella baltica DSM 15883","GH43_31",4
"Belliella baltica DSM 15883","GH51",1
"Belliella baltica DSM 15883","GT25",1
"Belliella baltica DSM 15883","GT51",2
"Belliella baltica DSM 15883","GT2",23
"Belliella baltica DSM 15883","GT19",1
"Belliella baltica DSM 15883","GH171",1
"Belliella baltica DSM 15883","GH53",1
"Belliella baltica DSM 15883","CE4",1
"Belliella baltica DSM 15883","CE14",1
"Belliella baltica DSM 15883","GH95",1
"Belliella baltica DSM 15883","GH10",4
"Belliella baltica DSM 15883","CBM32",1
"Belliella baltica DSM 15883","CE20",2
"Belliella baltica DSM 15883","GH147",1
"Belliella baltica DSM 15883","GT30",1
"Chryseobacterium sp. PCH239","GH5_21",2
"Chryseobacterium sp. PCH239","GH23",1
"Chryseobacterium sp. PCH239","GH5_46",2
"Chryseobacterium sp. PCH239","GH30_3",2
"Chryseobacterium sp. PCH239","GH30_1",2
"Chryseobacterium sp. PCH239","CBM48",2
"Chryseobacterium sp. PCH239","GH13_9",2
"Chryseobacterium sp. PCH239","GT4",17
"Chryseobacterium sp. PCH239","GH24",2
"Chryseobacterium sp. PCH239","GT28",1
"Chryseobacterium sp. PCH239","GH144",1
"Chryseobacterium sp. PCH239","GH13_7",2
"Chryseobacterium sp. PCH239","GH30_8",2
"Chryseobacterium sp. PCH239","GH16_3",2
"Chryseobacterium sp. PCH239","GT35",1
"Chryseobacterium sp. PCH239","GH43_1",2
"Chryseobacterium sp. PCH239","GH92",4
"Chryseobacterium sp. PCH239","CE11",1
"Chryseobacterium sp. PCH239","GH20",1
"Chryseobacterium sp. PCH239","GH13",2
"Chryseobacterium sp. PCH239","GH13_5",4
"Chryseobacterium sp. PCH239","GH146",1
"Chryseobacterium sp. PCH239","GH115",1
"Chryseobacterium sp. PCH239","GH43_12",2
"Chryseobacterium sp. PCH239","CBM20",2
"Chryseobacterium sp. PCH239","GH35",1
"Chryseobacterium sp. PCH239","GH43_28",2
"Chryseobacterium sp. PCH239","GH29",1
"Chryseobacterium sp. PCH239","CBM13",3
"Chryseobacterium sp. PCH239","CBM6",1
"Chryseobacterium sp. PCH239","GH19",2
"Chryseobacterium sp. PCH239","GH99",1
"Chryseobacterium sp. PCH239","GH2",1
"Chryseobacterium sp. PCH239","GT1",3
"Chryseobacterium sp. PCH239","GT0",4
"Chryseobacterium sp. PCH239","GH43_10",2
"Chryseobacterium sp. PCH239","GH73",1
"Chryseobacterium sp. PCH239","GH0",1
"Chryseobacterium sp. PCH239","GT5",2
"Chryseobacterium sp. PCH239","CE0",1
"Chryseobacterium sp. PCH239","GT32",1
"Chryseobacterium sp. PCH239","GT14",1
"Chryseobacterium sp. PCH239","GH97",2
"Chryseobacterium sp. PCH239","GH18",3
"Chryseobacterium sp. PCH239","GH37",1
"Chryseobacterium sp. PCH239","GH67",1
"Chryseobacterium sp. PCH239","GH3",4
"Chryseobacterium sp. PCH239","CBM50",6
"Chryseobacterium sp. PCH239","GH31",1
"Chryseobacterium sp. PCH239","GH77",1
"Chryseobacterium sp. PCH239","GH51",1
"Chryseobacterium sp. PCH239","CBM5",1
"Chryseobacterium sp. PCH239","GT51",2
"Chryseobacterium sp. PCH239","GT2",23
"Chryseobacterium sp. PCH239","GT19",1
"Chryseobacterium sp. PCH239","GH171",1
"Chryseobacterium sp. PCH239","CE4",2
"Chryseobacterium sp. PCH239","CE14",1
"Chryseobacterium sp. PCH239","GH130",1
"Chryseobacterium sp. PCH239","GH10",1
"Chryseobacterium sp. PCH239","CBM32",3
"Chryseobacterium sp. PCH239","GH25",1
"Chryseobacterium sp. PCH239","CE20",1
"Chryseobacterium sp. PCH239","AA10",1
"Chryseobacterium sp. PCH239","GT30",1
"Chryseobacterium sp. StRB126","GH5_21",2
"Chryseobacterium sp. StRB126","GH23",1
"Chryseobacterium sp. StRB126","GH5_46",2
"Chryseobacterium sp. StRB126","GH30_3",2
"Chryseobacterium sp. StRB126","GH30_1",2
"Chryseobacterium sp. StRB126","CBM48",2
"Chryseobacterium sp. StRB126","GH13_9",2
"Chryseobacterium sp. StRB126","GT4",15
"Chryseobacterium sp. StRB126","GH24",1
"Chryseobacterium sp. StRB126","GT28",1
"Chryseobacterium sp. StRB126","GH144",1
"Chryseobacterium sp. StRB126","GH13_7",2
"Chryseobacterium sp. StRB126","GH30_8",2
"Chryseobacterium sp. StRB126","GH16_3",2
"Chryseobacterium sp. StRB126","GT35",1
"Chryseobacterium sp. StRB126","GH125",1
"Chryseobacterium sp. StRB126","GH43_1",2
"Chryseobacterium sp. StRB126","GH92",3
"Chryseobacterium sp. StRB126","GH43_29",2
"Chryseobacterium sp. StRB126","CE11",1
"Chryseobacterium sp. StRB126","GH20",1
"Chryseobacterium sp. StRB126","GH32",2
"Chryseobacterium sp. StRB126","GH13",3
"Chryseobacterium sp. StRB126","GH13_5",2
"Chryseobacterium sp. StRB126","GH146",1
"Chryseobacterium sp. StRB126","GH115",1
"Chryseobacterium sp. StRB126","GH43_12",2
"Chryseobacterium sp. StRB126","CBM20",2
"Chryseobacterium sp. StRB126","GH43_28",2
"Chryseobacterium sp. StRB126","GH29",1
"Chryseobacterium sp. StRB126","CBM13",1
"Chryseobacterium sp. StRB126","CBM6",2
"Chryseobacterium sp. StRB126","GH19",2
"Chryseobacterium sp. StRB126","GH99",1
"Chryseobacterium sp. StRB126","GH109",1
"Chryseobacterium sp. StRB126","GH2",1
"Chryseobacterium sp. StRB126","GT1",3
"Chryseobacterium sp. StRB126","GH43_10",2
"Chryseobacterium sp. StRB126","GH73",1
"Chryseobacterium sp. StRB126","GH0",2
"Chryseobacterium sp. StRB126","GT5",2
"Chryseobacterium sp. StRB126","GT14",1
"Chryseobacterium sp. StRB126","GH97",2
"Chryseobacterium sp. StRB126","GH18",3
"Chryseobacterium sp. StRB126","GH37",1
"Chryseobacterium sp. StRB126","GH67",1
"Chryseobacterium sp. StRB126","GH3",7
"Chryseobacterium sp. StRB126","CBM50",6
"Chryseobacterium sp. StRB126","GH77",1
"Chryseobacterium sp. StRB126","GH51",1
"Chryseobacterium sp. StRB126","GT51",2
"Chryseobacterium sp. StRB126","GT2",26
"Chryseobacterium sp. StRB126","GT19",1
"Chryseobacterium sp. StRB126","GH171",1
"Chryseobacterium sp. StRB126","CE4",2
"Chryseobacterium sp. StRB126","CE14",1
"Chryseobacterium sp. StRB126","GH130",2
"Chryseobacterium sp. StRB126","GH10",1
"Chryseobacterium sp. StRB126","GH25",1
"Chryseobacterium sp. StRB126","CE20",1
"Chryseobacterium sp. StRB126","GT30",1
"Chryseobacterium sp. Y16C","GH5_21",2
"Chryseobacterium sp. Y16C","GH23",2
"Chryseobacterium sp. Y16C","GH5_46",2
"Chryseobacterium sp. Y16C","GH30_3",2
"Chryseobacterium sp. Y16C","GH30_1",2
"Chryseobacterium sp. Y16C","PL11_1",2
"Chryseobacterium sp. Y16C","CBM48",2
"Chryseobacterium sp. Y16C","GH13_9",2
"Chryseobacterium sp. Y16C","GT4",18
"Chryseobacterium sp. Y16C","GH24",1
"Chryseobacterium sp. Y16C","GH105",2
"Chryseobacterium sp. Y16C","GT28",1
"Chryseobacterium sp. Y16C","PL10_1",2
"Chryseobacterium sp. Y16C","GH144",1
"Chryseobacterium sp. Y16C","GH27",1
"Chryseobacterium sp. Y16C","GH106",1
"Chryseobacterium sp. Y16C","GH30_8",2
"Chryseobacterium sp. Y16C","GH16_3",2
"Chryseobacterium sp. Y16C","GT35",1
"Chryseobacterium sp. Y16C","GH43_1",2
"Chryseobacterium sp. Y16C","GH92",3
"Chryseobacterium sp. Y16C","CE8",2
"Chryseobacterium sp. Y16C","GH43_29",6
"Chryseobacterium sp. Y16C","CE11",1
"Chryseobacterium sp. Y16C","GH20",1
"Chryseobacterium sp. Y16C","GH32",2
"Chryseobacterium sp. Y16C","GH13",3
"Chryseobacterium sp. Y16C","GH13_5",4
"Chryseobacterium sp. Y16C","GH146",1
"Chryseobacterium sp. Y16C","GH115",1
"Chryseobacterium sp. Y16C","GH43_12",2
"Chryseobacterium sp. Y16C","CBM20",1
"Chryseobacterium sp. Y16C","GH43_28",2
"Chryseobacterium sp. Y16C","GH29",2
"Chryseobacterium sp. Y16C","CBM13",1
"Chryseobacterium sp. Y16C","CBM6",4
"Chryseobacterium sp. Y16C","GH19",1
"Chryseobacterium sp. Y16C","GH2",2
"Chryseobacterium sp. Y16C","GT1",3
"Chryseobacterium sp. Y16C","GT0",1
"Chryseobacterium sp. Y16C","GH28",3
"Chryseobacterium sp. Y16C","CBM0",1
"Chryseobacterium sp. Y16C","CE12",3
"Chryseobacterium sp. Y16C","GH43_10",4
"Chryseobacterium sp. Y16C","PL1_2",4
"Chryseobacterium sp. Y16C","GH73",1
"Chryseobacterium sp. Y16C","GH0",2
"Chryseobacterium sp. Y16C","GT5",2
"Chryseobacterium sp. Y16C","CE0",2
"Chryseobacterium sp. Y16C","GT32",1
"Chryseobacterium sp. Y16C","GH97",2
"Chryseobacterium sp. Y16C","GH18",1
"Chryseobacterium sp. Y16C","GH37",1
"Chryseobacterium sp. Y16C","GH67",1
"Chryseobacterium sp. Y16C","GH3",8
"Chryseobacterium sp. Y16C","CBM50",5
"Chryseobacterium sp. Y16C","GH31",1
"Chryseobacterium sp. Y16C","GH77",1
"Chryseobacterium sp. Y16C","GH51",1
"Chryseobacterium sp. Y16C","GT51",2
"Chryseobacterium sp. Y16C","GT2",28
"Chryseobacterium sp. Y16C","GH117",1
"Chryseobacterium sp. Y16C","GT19",1
"Chryseobacterium sp. Y16C","GH171",1
"Chryseobacterium sp. Y16C","PL1",1
"Chryseobacterium sp. Y16C","CE4",2
"Chryseobacterium sp. Y16C","CE14",1
"Chryseobacterium sp. Y16C","GH95",1
"Chryseobacterium sp. Y16C","GH10",1
"Chryseobacterium sp. Y16C","GH25",1
"Chryseobacterium sp. Y16C","CE20",1
"Chryseobacterium sp. Y16C","CBM51",1
"Chryseobacterium sp. Y16C","GT30",1
"Chryseobacterium sp. Y16C","GH39",1
"Dysgonomonadaceae bacterium zrk40","GH5_21",2
"Dysgonomonadaceae bacterium zrk40","CE6",1
"Dysgonomonadaceae bacterium zrk40","GH23",3
"Dysgonomonadaceae bacterium zrk40","GH78",1
"Dysgonomonadaceae bacterium zrk40","GH5_2",2
"Dysgonomonadaceae bacterium zrk40","GH5_4",4
"Dysgonomonadaceae bacterium zrk40","GH5_25",2
"Dysgonomonadaceae bacterium zrk40","PL26",1
"Dysgonomonadaceae bacterium zrk40","GH43_24",2
"Dysgonomonadaceae bacterium zrk40","GH33",1
"Dysgonomonadaceae bacterium zrk40","GH123",1
"Dysgonomonadaceae bacterium zrk40","GT3",1
"Dysgonomonadaceae bacterium zrk40","PL11",1
"Dysgonomonadaceae bacterium zrk40","CBM48",2
"Dysgonomonadaceae bacterium zrk40","GT4",5
"Dysgonomonadaceae bacterium zrk40","GH57",1
"Dysgonomonadaceae bacterium zrk40","GH105",6
"Dysgonomonadaceae bacterium zrk40","GT28",1
"Dysgonomonadaceae bacterium zrk40","GH42",1
"Dysgonomonadaceae bacterium zrk40","GH94",1
"Dysgonomonadaceae bacterium zrk40","GH144",2
"Dysgonomonadaceae bacterium zrk40","GH106",2
"Dysgonomonadaceae bacterium zrk40","GT20",1
"Dysgonomonadaceae bacterium zrk40","CBM4",1
"Dysgonomonadaceae bacterium zrk40","GH43_34",2
"Dysgonomonadaceae bacterium zrk40","GH30_8",2
"Dysgonomonadaceae bacterium zrk40","GH16",1
"Dysgonomonadaceae bacterium zrk40","GH16_3",6
"Dysgonomonadaceae bacterium zrk40","GT35",1
"Dysgonomonadaceae bacterium zrk40","GH43_19",4
"Dysgonomonadaceae bacterium zrk40","GH125",1
"Dysgonomonadaceae bacterium zrk40","GH43_1",2
"Dysgonomonadaceae bacterium zrk40","GH92",3
"Dysgonomonadaceae bacterium zrk40","CE8",2
"Dysgonomonadaceae bacterium zrk40","GH43_29",6
"Dysgonomonadaceae bacterium zrk40","CE11",1
"Dysgonomonadaceae bacterium zrk40","GH20",5
"Dysgonomonadaceae bacterium zrk40","GH26",2
"Dysgonomonadaceae bacterium zrk40","GH8",1
"Dysgonomonadaceae bacterium zrk40","GH15",1
"Dysgonomonadaceae bacterium zrk40","GH13",3
"Dysgonomonadaceae bacterium zrk40","GH13_5",2
"Dysgonomonadaceae bacterium zrk40","GH13_8",2
"Dysgonomonadaceae bacterium zrk40","GH13_38",2
"Dysgonomonadaceae bacterium zrk40","GH146",2
"Dysgonomonadaceae bacterium zrk40","GH115",2
"Dysgonomonadaceae bacterium zrk40","GH43_12",4
"Dysgonomonadaceae bacterium zrk40","CBM20",2
"Dysgonomonadaceae bacterium zrk40","GH35",1
"Dysgonomonadaceae bacterium zrk40","PL12",1
"Dysgonomonadaceae bacterium zrk40","GH43_28",2
"Dysgonomonadaceae bacterium zrk40","GH29",3
"Dysgonomonadaceae bacterium zrk40","GH43_5",2
"Dysgonomonadaceae bacterium zrk40","CBM13",1
"Dysgonomonadaceae bacterium zrk40","GH9",1
"Dysgonomonadaceae bacterium zrk40","CBM6",3
"Dysgonomonadaceae bacterium zrk40","PL33_1",2
"Dysgonomonadaceae bacterium zrk40","GH133",1
"Dysgonomonadaceae bacterium zrk40","GH19",3
"Dysgonomonadaceae bacterium zrk40","GH36",1
"Dysgonomonadaceae bacterium zrk40","GH109",1
"Dysgonomonadaceae bacterium zrk40","GH2",12
"Dysgonomonadaceae bacterium zrk40","GT0",2
"Dysgonomonadaceae bacterium zrk40","GH28",6
"Dysgonomonadaceae bacterium zrk40","CBM0",1
"Dysgonomonadaceae bacterium zrk40","CE12",4
"Dysgonomonadaceae bacterium zrk40","GH43_4",4
"Dysgonomonadaceae bacterium zrk40","GH43_10",6
"Dysgonomonadaceae bacterium zrk40","PL1_2",4
"Dysgonomonadaceae bacterium zrk40","GH43_18",2
"Dysgonomonadaceae bacterium zrk40","GH73",1
"Dysgonomonadaceae bacterium zrk40","GH0",3
"Dysgonomonadaceae bacterium zrk40","GT5",1
"Dysgonomonadaceae bacterium zrk40","CE0",2
"Dysgonomonadaceae bacterium zrk40","GH84",1
"Dysgonomonadaceae bacterium zrk40","GH97",4
"Dysgonomonadaceae bacterium zrk40","GH67",1
"Dysgonomonadaceae bacterium zrk40","GH43_7",2
"Dysgonomonadaceae bacterium zrk40","GH3",6
"Dysgonomonadaceae bacterium zrk40","CBM50",9
